lemma;tags;ordklasse
ubeskedenhed;FØL;S
uddrag;JUR;S
udflugt;BEV;S
udgift;"HAN;BES";S
udkejsning;HAN;S
udligger;"HÅN;SAM";S
udstyrtning;HAN;S
udtog;"HAN;BEV";S
udvagt;MIL;S
udvisning;"HAN;JUR";S
udædere;JUR;S
uflid;HAN;S
ufornuft;KOG;S
uføje;HAN;S
ugelspegel;SAM;S
uhyre;"SAM;FØL";S
uhørsomme;HAN;S
ukrudt;FLO;S
uledighed;HAN;S
ulempe;"JUR;HAN";S
ulm;FLO;S
ulv;KRO;S
ulykke;"FØL;HAN;REL";S
ulyst;FØL;S
umage;HAN;S
undergang;"BEV;HAN;SØF;VER";S
underhold;HAN;S
underholdning;HAN;S
underhus;HUS;S
underlag;VER;S
underpant;BES;S
undersked;KOG;S
underskedning;KOG;S
underslag;"BEV;HAN;HÅN";S
undersåt;SAM;S
underværk;REL;S
undgeld;BES;S
undsætning;MIL;S
unseguld;HÅN;S
unåde;FØL;S
upligt;"HAN;JUR";S
ur;"HÅN;TID";S
urettighed;KOG;S
urhane;FAU;S
uråd;HAN;S
usindighed;KOG;S
uskyld;"FØL;JUR";S
uskyldighed;"FØL;JUR";S
ustorm;VER;S
utugt;"FØL;JUR";S
utøj;FAU;S
uvidskab;KOG;S
uvilje;"KOG;FØL";S
uægte;SLÆ;S
uår;TID;S
vadsæk;HUS;S
vagt;"HAN;TID;MIL;SØF";S
vagtel;FAU;S
vagtpenge;BES;S
vajd;FLO;S
vakandelbær;FLO;S
val;SØF;S
vale;VER;S
valkemølle;HÅN;S
valning;BEV;S
valsted;MIL;S
vams;BEK;S
vandbakkelse;GAS;S
vandel;"BES;HAN";S
vandkalv;FAU;S
vandkarse;FLO;S
vandkrukke;HUS;S
vandring;"HAN;BEV";S
vandsnider;SAM;S
vandsten;HUS;S
vange;HÅN;S
vanmagt;FØL;S
vant;SØF;S
vantmager;HÅN;S
vantro;"FØL;REL";S
varde;"SAM;MIL";S
vardemand;MIL;S
vare;"HAN;SPR;KOG";S
vare;"GAS;BES";S
varere;MIL;S
varetårn;MIL;S
varp;"HAN;SØF;HÅN;VER";S
vartavl;HAN;S
vartegn;"SAM;REL";S
varulv;"SAM;FAU";S
vaterkarse;FLO;S
vaterspil;SØF;S
vattersot;KRO;S
ve;"FØL;KRO";S
vedage;TID;S
vedaske;FLO;S
vedbend;FLO;S
vede;FLO;S
vederdøber;REL;S
vederhage;"MIL;VER";S
vederlag;BES;S
vederlyd;VER;S
vedermod;FØL;S
vederpart;"SAM;JUR;MIL;SPR";S
vederskin;VER;S
vederspil;KOG;S
vederspring;"HAN;BEV";S
vederspændighed;KOG;S
vederstand;FØL;S
vedervilje;FØL;S
vedervordighed;FØL;S
vegne;VER;S
vejbred;FLO;S
vejdemets;HUS;S
vejdeværk;FAU;S
vejer;SAM;S
vejleje;MIL;S
veksel;"HAN;BES;VER";S
veksler;SAM;S
velbefald;FØL;S
velfart;"FØL;BES;GAS;KOG";S
velgefald;FØL;S
velkomme;HUS;S
vellyst;FØL;S
velstand;BES;S
vemod;FØL;S
vemodighed;FØL;S
venen;KRO;S
venneke;BEK;S
vermut;"FLO;GAS";S
vesselhorn;MIL;S
vesten;VER;S
vestfaler;"VER;GAS";S
vibelle;SAM;S
vid;KOG;S
vidde;"RUM;VER";S
videnskab;KOG;S
vidtløftighed;"RUM;KVA";S
viebiskop;REL;S
viebisp;REL;S
viekost;REL;S
vielse;REL;S
vikke;FLO;S
vildbrad;"MIL;GAS";S
vilde;KVA;S
vildt;"FAU;MIL";S
vildtbane;SAM;S
vildtværk;"FAU;HÅN";S
vilkår;"FØL;JUR";S
vimmel;HÅN;S
vinde;HÅN;S
vindearmbrøst;MIL;S
vindeldug;KRO;S
vindelsnor;BEK;S
vindelsten;HUS;S
vindetakkel;HÅN;S
vindfang;"HÅN;SØF;VER;HUS;BEK";S
vindrue;FLO;S
vindvåge;VER;S
vinforlader;HÅN;S
vinkel;RUM;S
vinlag;GAS;S
vinmand;HÅN;S
vinrude;FLO;S
vinsten;FLO;S
vinterlag;"SØF;BES";S
vippe;HÅN;S
virak;FLO;S
vire;HÅN;S
virk;FLO;S
vis;"HAN;FØL";S
vise;FAU;S
viser;SAM;S
vished;"KOG;JUR";S
visning;JUR;S
vissen;JUR;S
vitterlighed;"KOG;JUR";S
vitve;SLÆ;S
vivel;FAU;S
vogndriver;BEV;S
vognskud;HÅN;S
voks;"FLO;HÅN";S
vol;KVA;S
vold;"MIL;VER";S
volverlej;FLO;S
vove;VER;S
vove;HAN;S
vovehals;SAM;S
vrag;HAN;S
vrag;"HAN;FØL";S
vrager;SAM;S
vragfisk;FAU;S
vraggods;BES;S
vragsten;HÅN;S
vrede;FØL;S
vrille;RUM;S
vrist;KRO;S
vunde;KRO;S
vundenkrud;KRO;S
vunder;REL;S
vurst;SØF;S
væbner;MIL;S
væd;"HAN;BES";S
væddeløb;HAN;S
væddemestere;JUR;S
væddeskat;BES;S
væge;HÅN;S
vægge;GAS;S
vægt;"KVA;BES";S
vægter;"MIL;SAM";S
vælde;"SAM;HAN";S
vældener;JUR;S
vælling;GAS;S
værde;"FØL;HAN";S
være;BES;S
værft;"VER;SØF";S
værge;"MIL;BES";S
værgebo;KRO;S
værk;HÅN;S
værk;FAU;S
værker;HÅN;S
værkfad;HÅN;S
værkmester;HÅN;S
værksted;HÅN;S
vært;"HUS;SAM";S
værtinde;"HUS;SAM";S
værtskab;"HUS;SAM";S
væsen;"KOG;VER;HAN";S
væsende;SAM;S
væske;HUS;S
våbenhus;"MIL;REL";S
våbentøg;MIL;S
våg;"VER;SØF";S
våge;"VER;SØF";S
våge;"KOG;REL";S
våner;HUS;S
våning;HUS;S
våningshus;SAM;S
weichsel;FLO;S
yngermand;JUR;S
ædelhed;FØL;S
ædelmand;SAM;S
ædelsten;VER;S
ædling;"SAM;FØL";S
æggetøj;HÅN;S
ægstål;HÅN;S
ægte;SLÆ;S
ægtemand;SLÆ;S
ægteskab;"SLÆ;JUR;REL";S
ægteviv;SLÆ;S
ærbarhed;FØL;S
ære;"FØL;SAM";S
æreklæder;BEK;S
ærlighed;"FØL;HAN";S
æsel;FAU;S
æver;SØF;S
øjeblik;"KRO;HAN;SAN;TID";S
øjeled;KRO;S
øjenskalk;REL;S
øjentjener;SAM;S
øjentrøst;FLO;S
øjeæble;KRO;S
øjneflod;KRO;S
ønske;"FØL;HAN;KOG";S
ørefigen;HAN;S
ørs;"FAU;MIL";S
øse;HUS;S
øse;HÅN;S
øsken;HÅN;S
åbenbaring;"HAN;REL";S
årsag;HAN;S
ås;FAU;S
