lemma;tags
udborge;NA
uddrag;mercury
uddragt;NA
udeblive;NA
udeglig;NA
udelade;NA
udelelig;NA
udfalde;anchor
udfeje;NA
udfetalje;NA
udflugt;NA
udflugtisk;NA
udfly;NA
udflaad;NA
udfordre;spades
udfærdige;NA
udfølge;NA
udføre;"anchor;mercury"
udgift;mercury
udhøkre;NA
udkejse;NA
udkejsning;NA
udkese;NA
udkige;NA
udkomst;NA
udkrejere;NA
udkræfte;NA
udkvælde;NA
udlade;NA
udligger;NA
udlosse;NA
udluge;NA
udlægge;"anchor;wheel;currency"
udlægger;"spades;wheel;anchor"
udlændig;NA
udlændisk;NA
udlændsk;NA
udlæse;NA
udperse;NA
udpæle;NA
udrede;NA
udrette;NA
udrettere;NA
udse;NA
udsknide;NA
udskrive;NA
udstede;mercury
udstryge;NA
udstyre;NA
udstyrte;NA
udstyrting;NA
udstyrtning;NA
udstæde;NA
udstøde;wheel
udstaa;NA
udsælge;mercury
udsætning;swords
udsætte;"swords;anchor;music;wheel"
udsætter;swords
udtappe;NA
udtegne;NA
udtinge;NA
udtjene;NA
udtog;NA
udtolke;NA
udtrykke;NA
udtrække;NA
udtrænge;NA
udtvinge;NA
udtyde;NA
udtælje;NA
udtælle;NA
udtære;NA
uduelig;NA
udvagt;NA
udvaske;NA
udveje;NA
udvendig;NA
udvige;music
udvippe;NA
udvise;mercury
udvising;NA
udviske;swords
udvisning;NA
udvortes;NA
udygtig;NA
udyldig;NA
udædere;NA
udædig;NA
udæske;NA
ueffen;NA
uendelig;NA
uendig;NA
ufejlig;NA
ufelig;NA
ufinlig;NA
uflid;NA
uflødig;NA
uforbigængelig;NA
uforborget;NA
uforbrødelig;NA
ufordragelig;NA
ufordægtig;NA
uforfaren;NA
uforfængelig;NA
uforfærdet;NA
uforgribelig;NA
uforgængelig;NA
uforklaget;NA
uforlagt;NA
uforlignelig;NA
uforlovet;NA
uformodende;NA
ufornuft;NA
uforrette;NA
uforsagt;NA
uforseende;NA
uforseendes;NA
uforsigtelig;NA
uforsigtig;NA
uforskammet;NA
uforskamt;NA
uforskrevet;NA
uforskæmmet;NA
uforskæmt;NA
ufortrøden;NA
ufortøvet;NA
uforvandelig;NA
uforvandes;NA
uforvandlig;NA
uforvarende;NA
uforvindelig;NA
uforårsaget;NA
ufærdig;NA
uføje;NA
uføjelig;NA
uge;NA
ugelspegel;NA
ugelspel;NA
ugemen;NA
ugle;bird
uglspil;NA
uhyr;NA
uhyre;NA
uhyrlig;NA
uhørlig;NA
uhørsam;NA
uhørsom;NA
uhørsomme;NA
uhørsommelig;NA
ukrud;NA
ukrudt;hav
ukunstig;NA
uld;NA
uledighed;NA
ulejlighed;NA
ulempe;anchor
ulidelig;NA
uliderlig;NA
ulm;flower
ulspegel;NA
ulspel;NA
ulust;NA
ulv;NA
ulykke;"ber;hel"
ulykkelig;NA
ulyst;psy
umage;NA
umanerlig;NA
umbevaren;NA
umbevåren;NA
umenneskelig;NA
umulig;NA
umyndig;NA
umægtug;NA
umær;NA
umaade;NA
umaadelig;NA
und;NA
und-;NA
unddrage;NA
unde;NA
unden;NA
under;"anchor;swords;mercury"
underbringe;swords
underbygge;NA
underdan;NA
underdanig;NA
underdykket;NA
undergang;NA
undergange;NA
undergive;NA
undergrave;NA
undergå;NA
undergaa;NA
underhold;NA
underholde;NA
underholdning;NA
underhus;NA
underhyre;NA
underkaste;NA
underkøb;NA
underkøbe;NA
underlade;NA
underlag;NA
underlegen;NA
underlig;NA
underligge;NA
underlægge;NA
underløbe;anchor
undermester;NA
undermænge;NA
underpant;NA
underretning;NA
underrette;NA
underrykke;NA
undersked;NA
underskede;NA
underskedelig;NA
underskeding;NA
underskedlig;NA
underskedning;NA
underskrive;mercury
underslag;anchor
underslaa;anchor
underst;NA
understa;NA
understande;NA
understikke;spades
understundem;NA
understunden;NA
understundum;NA
understøndem;NA
understøndum;NA
understøtte;NA
understå;NA
understaa;NA
undersætte;music
undersøge;NA
undersåt;NA
undersaat;NA
undertiden;NA
undertidene;NA
undertrykke;NA
undertræde;NA
undertrænge;NA
undertråde;NA
undertvinge;NA
undervejs;NA
undervinde;NA
undervise;und
undervisning;NA
undervoksen;NA
underværk;NA
undfalde;NA
undfange;bio
undfare;NA
undfly;NA
undflyve;NA
undfri;NA
undføre;NA
undgeld;NA
undgælde;NA
undgaa;NA
undholde;NA
undkomme;NA
undlade;NA
undledige;NA
undlive;NA
undløbe;NA
undre;NA
undrede;NA
undrende;NA
undride;NA
undrykke;NA
undrømme;NA
undse;psy
undse sig;NA
undsegle;NA
undsejle;NA
undsige;NA
undskulde;NA
undskylde;NA
undskyldige;NA
undslå;NA
undslaa;NA
undspringe;NA
undstande;NA
undstikke;NA
undsæt;NA
undsætning;swords
undsætte;swords
undvende;NA
undvige;kri
undvære;NA
undværge;NA
unge;NA
ungeld;NA
unseguld;NA
unuttig;NA
unuttug;NA
unyttig;NA
unyttug;NA
unødig;NA
unaade;NA
upligt;NA
upligtelig;NA
upligteligen;NA
upligtig;NA
ur;"ast;bio"
urede;NA
uredelig;NA
urene;NA
urenige;NA
urette;NA
urettighed;NA
urhane;bird
urigtig;NA
urimelig;NA
urt;NA
urtegaard;NA
uråd;NA
uraad;NA
uraadig;NA
usindig;NA
usindighed;NA
uskaffet;NA
uskik;NA
uskikkelig;NA
uskyld;NA
uskyldelig;NA
uskyldig;NA
uskyldighed;NA
usmagelig;NA
usmittet;NA
ustorm;NA
ustyr;NA
ustyrlig;NA
usund;wheel
utaknem;NA
utemmelig;NA
uterig;NA
uterlig;NA
utoet;NA
utugt;NA
utugtelig;NA
utugtig;NA
utygt;NA
utøj;NA
uvidskab;NA
uvildig;NA
uvilje;NA
uvitterlig;NA
uvittig;NA
uædel;NA
uægte;mercury
uår;NA
uaar;NA
vad;NA
vade;NA
vadmel;NA
vadsæk;NA
vagt;"erh;byg;kom;psy"
vagte;NA
vagtel;zoo
vagtpenge;NA
vagtpenninge;NA
vajd;flower
vaje;anchor
vajmel;NA
vak;NA
vakandelbær;NA
vakkerlig;NA
vakkerligen;NA
vakle;NA
val;anchor
vale;NA
valen;NA
valfart;NA
valkemølle;NA
valkmølle;NA
valle;NA
valmel;NA
valning;NA
valnød;flower
valravn;NA
valse;NA
valstad;NA
valsted;NA
valtre;NA
vams;NA
van;NA
van-;NA
vanbyrdig;NA
vandbakkelse;bag
vande;"anchor;swords"
vandel;NA
vandelbar;NA
vandkalv;NA
vandkarse;flower
vandkrukke;NA
vandkunst;NA
vandle;NA
vandløsning;NA
vandre;"fri;zoo;hån"
vandring;anchor
vandsnider;NA
vandsten;NA
vange;NA
vanke;NA
vankel-;NA
vankelbar;NA
vanmagt;NA
vanne;wheel
vanrygtig;NA
vanskabt;NA
vant;anchor
vantmager;NA
vantro;NA
varagtig;comet
varde;anchor
vardemand;NA
vare;han
varere;NA
varetårn;NA
varetaarn;NA
varig;NA
varmel;NA
varmgar;NA
varp;anchor
varpe;søf
varsige;NA
varsko;kom
vartavl;NA
varte;NA
vartegn;NA
varulv;myt
vaske;"hyg;gel"
vaterkarse;NA
vaterkårse;NA
vaterspil;NA
vattersot;med
vav;flower
ve;NA
ved;quad
vedage;NA
vedaske;NA
vedbend;flower
vede;NA
veder-;NA
vederbugtet;NA
vederdøbe;NA
vederdøber;NA
vederfare;NA
vederfares;NA
vedergæld;NA
vedergælde;NA
vederhage;NA
vederkvæge;NA
vederlag;øko
vederlig;NA
vederlyd;NA
vederlægge;NA
vedermod;NA
vedermodig;NA
vederpart;NA
vederråbe;NA
vedersige;NA
vederskin;NA
vederspil;NA
vederspring;NA
vederspændig;NA
vederspændighed;NA
vederstand;NA
vederstande;NA
vederstræbe;NA
vedervilje;NA
vedervordig;NA
vedervordighed;NA
vederværdig;NA
vederværdighed;NA
vedsle;NA
vedstande;NA
vedstaa;NA
veglig;NA
vegne;NA
vegre;NA
vej;anchor
vejbred;bot
vejde;NA
vejdemets;NA
vejdeværk;NA
veje;comet
vejebod;NA
vejepenge;NA
vejer;NA
vejerhus;NA
vejleje;NA
vejmets;NA
vejr;"comet;anchor;mercury"
vejre;NA
-vejs;NA
veksel;mercury
veksle;NA
veksler;wheel
velbefald;NA
velbefalde;NA
veldædig;NA
velfard;NA
velfare;NA
velfart;NA
velfærd;NA
velfært;NA
velgefald;NA
velkom;NA
velkomme;NA
velkommen;NA
velladende;NA
vellyst;NA
vellyste;NA
vellystig;NA
velstand;øko
velvillig;NA
vemod;NA
vemodelig;NA
vemodeligen;NA
vemodig;NA
vemodighed;NA
vende;NA
vendekaabe;NA
vendisk;NA
vene;NA
venen;NA
venlig;NA
venneke;NA
vennike;NA
verdslig;NA
vermod;NA
vermut;"mercury;flower"
verne;NA
vervordig;NA
verværdig;NA
vessel;NA
vesselhorn;NA
vesten;NA
vestersjø;NA
vestersø;NA
vestfaler;NA
vestvært;NA
vibe;bird
vibelle;NA
vid;NA
vidde;NA
vide;NA
videlig;NA
vidende;NA
videnhed;NA
videnskab;"vid;rel"
videntlig;NA
viderlig;NA
viderværdig;NA
vidie;flower
vidne;swords
vidskab;NA
vidtleftig;NA
vidtluftig;NA
vidtløftig;NA
vidtløftighed;NA
vidue;NA
viebiskop;NA
viebisp;NA
viekost;NA
vielse;NA
vig;NA
vigbelle;NA
vigt;NA
vigtig;psy
vikke;flower
vildbane;NA
vildbrad;NA
vilde;NA
vildnis;NA
vildt;"zoo;mad"
vildtbane;NA
vildtværk;NA
vildværk;NA
vilkår;jur
vilkaar;NA
vilkåre;NA
vilkaare;NA
ville;plus
villig;"mercury;anchor"
villiglig;NA
vimle;NA
vimmel;NA
vinde;"anchor;"
vindearmborst;NA
vindearmbrøst;NA
vindeldug;NA
vindelsnor;NA
vindelsten;NA
vindetakkel;NA
vindfang;"bol;tøj"
vindhund;NA
vinding;NA
vindrue;NA
vindvaage;NA
vinfoalader;NA
vinforlader;NA
vinke;NA
vinkel;"swords;wheel"
vinlag;NA
vinmand;NA
vinrude;flower
vinsten;flower
vinterlag;NA
vippe;NA
virak;NA
vire;NA
virk;NA
virok;NA
vis;NA
-vis;spr
vise;"anchor;spades"
viselig;NA
viser;NA
vished;NA
visitats;NA
viske;swords
visning;NA
visple;NA
visse;NA
visselig;NA
vissen;NA
vissing;NA
vitterlig;NA
vitterlighed;NA
vittig;NA
vitve;NA
vivel;NA
vlies;NA
vod;NA
vogehals;NA
voghals;NA
vogndriver;NA
vogndrivere;NA
vognskud;NA
vogte;NA
vok;NA
voks;NA
voksnæse;NA
vol;NA
vold;NA
volde;NA
voldelig;NA
voldsager;NA
voldsom;NA
volme;NA
voltre;NA
volverlej;bot
vom;NA
vonske;NA
vorte;NA
vove;NA
vovehals;NA
vrag;"anchor;mercury"
vrag-;NA
vrage;NA
vrager;NA
vragere;NA
vragfisk;fish
vraggods;mercury
vragsild;NA
vragsten;NA
vrampet;NA
vrang;NA
vrangel;NA
vranges;NA
vranten;NA
vrede;NA
vredelig;NA
vredes;NA
vrikke;anchor
vrille;NA
vrimle;NA
vrimpe;NA
vringe;NA
vringel;NA
vrinsk;NA
vrippe;NA
vrippen;NA
vrist;NA
vræge;NA
vrænge;NA
vræt;NA
vrøge;NA
vråde;NA
vraade;NA
vråge;NA
vule;anchor
vunde;med
vundenkrud;NA
vunder;NA
vunderlig;NA
vundkrud;NA
vundre;NA
vurde;NA
vurdere;NA
vurst;anchor
væbne;NA
væbner;NA
væbnere;NA
væd;NA
vædde;NA
vædde-;NA
væddeløb;spo
væddemestere;NA
væddeskat;NA
vædje;NA
væge;wheel
vægerlig;NA
vægge;NA
vægre;NA
vægt;anchor
vægter;NA
vægtig;NA
væk;psy
væld;NA
vælde;NA
vældelig;NA
vældener;NA
vælder;NA
vældig;NA
vældige;NA
vælig;NA
vælling;mad
vælsk;NA
vænne;NA
vær-;NA
væraftig;NA
væragtig;NA
værde;NA
værdes;NA
værdig;NA
værdige;NA
værdskab;NA
værduge;NA
være;NA
værft;anchor
værge;NA
værgebo;NA
værgeløs;NA
værhaftig;NA
værje;NA
værjeagtig;NA
værk;tin
værker;NA
værkere;NA
værkfad;NA
værkmester;NA
værksted;"hån;soc"
værktøj;wheel
værn;NA
værne;NA
værpe;NA
værre;NA
værskab;NA
vært;"gas;bol;fje;bio"
værtinde;NA
-værts;NA
værtskab;NA
væsel;NA
væsen;NA
væsende;NA
væsenlig;NA
væsentlig;NA
væske;NA
vætte;NA
væve;NA
vævle;NA
vævling;anchor
vaabenhus;NA
våbentøg;NA
vaag;NA
vaage;NA
vål;NA
vålkemølle;NA
vålkmølle;NA
vaan-;NA
våne;NA
våner;NA
våning;bol
vaaning;NA
våningshus;ark
våntro;NA
vårtegn;NA
vaase;NA
weichsel;flower
yde;NA
yder-;NA
yderlig;NA
yderst;mercury
ydre;swords
ylde;NA
yngermand;NA
yngling;NA
yppe;NA
yppere;NA
ypperst;NA
yppig;NA
ytre;kom
yver;NA
ædel;NA
ædelhed;NA
ædelig;NA
ædeling;NA
ædelmand;NA
ædelsten;NA
ædle;NA
ædling;NA
æg;NA
ægge;NA
æggehvide;NA
æggeost;NA
ægget;NA
æggetøj;NA
ægstaal;NA
ægt;NA
ægte;"fam;tøj"
ægtebrev;NA
ægtelig;NA
ægtemand;NA
ægteskab;"fam;jur"
ægteviv;NA
ægtig;NA
ægtug;NA
ælde;NA
ældre;NA
ældst;NA
æmtyr;NA
ængste;NA
ængstelig;NA
æragtig;NA
ærbar;sex
ærbarhed;NA
ærbødig;mercury
ære;"scl;psy;mil"
æreklæder;NA
æreløs;NA
ærfast;NA
ærgerrig;psy
ærgre;NA
ærlig;NA
ærlighed;NA
ærnfast;NA
ærsam;NA
ærsom;NA
ært;flower
ærværdig;NA
æsel;zoo
æske;NA
ætse;NA
æventur;NA
æventure;NA
æventyr;NA
æventyre;NA
æver;NA
æverlig;NA
ø;NA
øbe;NA
øge;NA
øgeblik;NA
øgenblik;NA
øgenskalk;NA
øgeskalk;NA
øgle;NA
øje;NA
øjeblik;"nat;psy"
øjeled;NA
øjenblik;NA
øjenskalk;NA
øjenskinlig;NA
øjensynlig;NA
øjentjener;NA
øjentrøst;flower
øjeæble;NA
øjneflod;NA
øjæble;NA
ønske;NA
ørefigen;NA
ørfigen;NA
ørs;NA
øse;NA
øsken;NA
øst;anchor
østen;anchor
øster;NA
østersk;NA
østersø;NA
øve;NA
øvrig;NA
øvrighed;NA
aabenbar;NA
aabenbare;NA
aabenbarelse;NA
åbenbaring;NA
aabenbarlig;NA
ådre;NA
aandepusten;NA
aar;NA
åre;NA
aaremaal;NA
årsag;NA
aarsag;NA
årsage;NA
aarsage;NA
aas;NA
aavending;NA
