"";"lemma";"tags";"ordklasse"
"1686";"rufferi";NA;"S"
"1687";"rufferske";NA;"S"
"1688";"rug";NA;"S"
"1689";"rugfoder";NA;"S"
"1690";"rughugger";NA;"S"
"1691";"ruldug";NA;"S"
"1692";"rulle";"gas";"S"
"1693";"rumeni";NA;"S"
"1694";"rummeldøs";NA;"S"
"1695";"rumor";NA;"S"
"1696";"rumpe";"swords;anchor";"S"
"1697";"runddel";"swords";"S"
"1698";"rundholt";"ski";"S"
"1699";"ruse";"anchor";"S"
"1700";"russer";NA;"S"
"1701";"rust";NA;"S"
"1702";"rustmester";NA;"S"
"1703";"rygfoer";NA;"S"
"1704";"rygkræft";NA;"S"
"1705";"rygte";NA;"S"
"1706";"rylagen";NA;"S"
"1707";"rympling";NA;"S"
"1708";"ryting";NA;"S"
"1709";"rytter";"spo;mil";"S"
"1710";"rytteri";"mil";"S"
"1711";"ræddike";"flower";"S"
"1712";"ræk";NA;"S"
"1713";"rækel";NA;"S"
"1714";"række";"swords;wheel";"S"
"1715";"rækkebænk";NA;"S"
"1716";"ræling";"ski";"S"
"1717";"rødbrissel";NA;"S"
"1718";"rødgyder";NA;"S"
"1719";"rødskær";NA;"S"
"1720";"rødsten";"comet;mercury";"S"
"1721";"røffel";NA;"S"
"1722";"røjer";NA;"S"
"1723";"røllike";"bot";"S"
"1724";"rør";NA;"S"
"1725";"rørdrum";"zoo";"S"
"1726";"røre";NA;"S"
"1727";"røst";NA;"S"
"1728";"røstmester";NA;"S"
"1729";"røver";NA;"S"
"1730";"rådhus";"oad";"S"
"1731";"rådne";NA;"S"
"1732";"rådsfrue";NA;"S"
"1733";"rådslag";NA;"S"
"1734";"rådstol";NA;"S"
"1735";"råge";"bird";"S"
"1736";"sabel";NA;"S"
"1737";"sadde";"VER";"S"
"1738";"sadden";NA;"S"
"1739";"sade";NA;"S"
"1740";"sadelfad";NA;"S"
"1741";"sadelmager";NA;"S"
"1742";"sagthed";NA;"S"
"1743";"sagtighed";NA;"S"
"1744";"sagtmod";NA;"S"
"1745";"sagvolder";NA;"S"
"1746";"salighed";NA;"S"
"1747";"sallun";NA;"S"
"1748";"salse";NA;"S"
"1749";"salsirken";NA;"S"
"1750";"saltsole";NA;"S"
"1751";"salve";"apo";"S"
"1752";"salving";NA;"S"
"1753";"samarie";NA;"S"
"1754";"samkøb";NA;"S"
"1755";"samvittighed";"psy";"S"
"1756";"sandart";"fish";"S"
"1757";"sanddune";NA;"S"
"1758";"sangmester";NA;"S"
"1759";"sap";NA;"S"
"1760";"sardug";NA;"S"
"1761";"sargiant";NA;"S"
"1762";"sasse";NA;"S"
"1763";"sav";NA;"S"
"1764";"savblok";NA;"S"
"1765";"savdæle";NA;"S"
"1766";"save";NA;"S"
"1767";"schartek";"mercury";"S"
"1768";"schout";NA;"S"
"1769";"seddel";"ban";"S"
"1770";"sedfer";NA;"S"
"1771";"segl";"lan";"S"
"1772";"segl";NA;"S"
"1773";"seglatie";NA;"S"
"1774";"seglsten";NA;"S"
"1775";"sejdenskib";NA;"S"
"1776";"sejdespil";NA;"S"
"1777";"sejer";NA;"S"
"1778";"sejerstund";NA;"S"
"1779";"sejerværk";NA;"S"
"1780";"sejlads";"søf";"S"
"1781";"sejlgarn";"tin";"S"
"1782";"sejser";NA;"S"
"1783";"sekkering";NA;"S"
"1784";"selle";NA;"S"
"1785";"selskab";NA;"S"
"1786";"semand";NA;"S"
"1787";"sengenætter";NA;"S"
"1788";"senkel-";NA;"S"
"1789";"serpentine";"swords";"S"
"1790";"setteni";NA;"S"
"1791";"sevenbom";"bot";"S"
"1792";"si";NA;"S"
"1793";"sideldort";NA;"S"
"1794";"siden";NA;"S"
"1795";"sig";NA;"S"
"1796";"sigel";NA;"S"
"1797";"sigel";NA;"S"
"1798";"signet";"flower";"S"
"1799";"sigte";"våb";"S"
"1800";"sikkerhed";"swords";"S"
"1801";"sikling";NA;"S"
"1802";"sikring";"swords";"S"
"1803";"sil";NA;"S"
"1804";"silkestikker";NA;"S"
"1805";"simle";NA;"S"
"1806";"simpelhed";NA;"S"
"1807";"sind";"psy";"S"
"1808";"sindal";NA;"S"
"1809";"sindighed";NA;"S"
"1810";"singel";NA;"S"
"1811";"singrøn";"flower";"S"
"1812";"sinkadusen";NA;"S"
"1813";"sinke";NA;"S"
"1814";"sir";NA;"S"
"1815";"sirat";"music";"S"
"1816";"siring";NA;"S"
"1817";"sise";NA;"S"
"1818";"sisebod";NA;"S"
"1819";"sisik";NA;"S"
"1820";"sjughed";NA;"S"
"1821";"sjunk";NA;"S"
"1822";"sjæl";"swords;music";"S"
"1823";"sjælebad";NA;"S"
"1824";"sjæledag";NA;"S"
"1825";"sjælegave";NA;"S"
"1826";"skab";"bol";"S"
"1827";"skab";"HUS";"S"
"1828";"skabelon";NA;"S"
"1829";"skaffer";NA;"S"
"1830";"skaffom";NA;"S"
"1831";"skak";"anchor";"S"
"1832";"skakkeret";NA;"S"
"1833";"skaktavl";NA;"S"
"1834";"skal";"wheel";"S"
"1835";"skalk";NA;"S"
"1836";"skalkefund";NA;"S"
"1837";"skalkhed";NA;"S"
"1838";"skalle";NA;"S"
"1839";"skalmeje";"msk";"S"
"1840";"skamfæring";NA;"S"
"1841";"skamme";NA;"S"
"1842";"skammel";NA;"S"
"1843";"skamper";NA;"S"
"1844";"skand";NA;"S"
"1845";"skandsten";NA;"S"
"1846";"skanse";"mil";"S"
"1847";"skanse";NA;"S"
"1848";"skar";NA;"S"
"1849";"skare";NA;"S"
"1850";"skarlagen";"tøj";"S"
"1851";"skarn";"spades";"S"
"1852";"skarntyde";"bot";"S"
"1853";"skarpe";NA;"S"
"1854";"skarperigter";NA;"S"
"1855";"skarpmese";NA;"S"
"1856";"skarpretter";NA;"S"
"1857";"skartek";NA;"S"
"1858";"skarvagt";NA;"S"
"1859";"skat";NA;"S"
"1860";"skavank";NA;"S"
"1861";"sked";NA;"S"
"1862";"skede";NA;"S"
"1863";"skedning";NA;"S"
"1864";"skedsherre";NA;"S"
"1865";"skedsmand";NA;"S"
"1866";"skel";"anchor;comet";"S"
"1867";"skemp";NA;"S"
"1868";"skene";NA;"S"
"1869";"skenkel";NA;"S"
"1870";"skerpentine";NA;"S"
"1871";"skever";NA;"S"
"1872";"skeversten";NA;"S"
"1873";"skibbrud";NA;"S"
"1874";"skibmand";"anchor";"S"
"1875";"skibsrustning";NA;"S"
"1876";"skidehus";NA;"S"
"1877";"skider";NA;"S"
"1878";"skidt";"spades";"S"
"1879";"skifer";NA;"S"
"1880";"skik";"anchor";"S"
"1881";"skikkelse";"fys;ana";"S"
"1882";"skikking";NA;"S"
"1883";"skildpadde";"anchor";"S"
"1884";"skildvagt";"mil";"S"
"1885";"skilling";"swords;flower";"S"
"1886";"skilt";NA;"S"
"1887";"skimling";NA;"S"
"1888";"skimmel";"bot";"S"
"1889";"skimring";NA;"S"
"1890";"skinder";NA;"S"
"1891";"skinderi";NA;"S"
"1892";"skink";NA;"S"
"1893";"skinke";NA;"S"
"1894";"skinne";NA;"S"
"1895";"skinneben";NA;"S"
"1896";"skipper";"søf;spo";"S"
"1897";"skippund";NA;"S"
"1898";"skirrit";NA;"S"
"1899";"skive";"kom;msk";"S"
"1900";"skjold";"swords;anchor";"S"
"1901";"skjorte";NA;"S"
"1902";"skjud";NA;"S"
"1903";"skobod";NA;"S"
"1904";"skodde";NA;"S"
"1905";"skok";NA;"S"
"1906";"skokketal";NA;"S"
"1907";"skolapper";NA;"S"
"1908";"skole";"music";"S"
"1909";"skomager";"bird;anchor";"S"
"1910";"skonfarsejl";NA;"S"
"1911";"skonrog";"mad";"S"
"1912";"skorsten";"byt;mas;øko;hel";"S"
"1913";"skot";"ski";"S"
"1914";"skovl";"anchor;wheel";"S"
"1915";"skovr";NA;"S"
"1916";"skrabe";NA;"S"
"1917";"skrage";NA;"S"
"1918";"skramme";NA;"S"
"1919";"skrange";NA;"S"
"1920";"skrank";NA;"S"
"1921";"skrankværk";NA;"S"
"1922";"skrave";"anchor";"S"
"1923";"skridt";"zoo;ana";"S"
"1924";"skrift";"lit;rel;spr;typ;gra";"S"
"1925";"skrin";NA;"S"
"1926";"skrinmagere";NA;"S"
"1927";"skrivén";NA;"S"
"1928";"skrivereskole";NA;"S"
"1929";"skrivetyg";NA;"S"
"1930";"skrodvægt";NA;"S"
"1931";"skrolle";NA;"S"
"1932";"skrot";NA;"S"
"1933";"skrue";"hån;ski;gas;spo;vær;psy";"S"
"1934";"skrump";NA;"S"
"1935";"skrædder";"skr";"S"
"1936";"skræv";NA;"S"
"1937";"skrå";"tea";"S"
"1938";"skråtobak";"nyd";"S"
"1939";"skubkarre";NA;"S"
"1940";"skude";"skb";"S"
"1941";"skuestage";NA;"S"
"1942";"skuffe";NA;"S"
"1943";"skuffe";NA;"S"
"1944";"skuffel";"bird";"S"
"1945";"skulde";"fish";"S"
"1946";"skulder";"ana;zoo;tøj;med";"S"
"1947";"skuller";NA;"S"
"1948";"skultus";NA;"S"
"1949";"skumring";NA;"S"
"1950";"skur";NA;"S"
"1951";"skurramme";NA;"S"
"1952";"skutilsvend";NA;"S"
"1953";"skuttel";NA;"S"
"1954";"sky";"psy";"S"
"1955";"skylding";NA;"S"
"1956";"skyldner";"øko";"S"
"1957";"skyr";NA;"S"
"1958";"skyt";NA;"S"
"1959";"skyt";NA;"S"
"1960";"skytfærd";NA;"S"
"1961";"skyts";"våb";"S"
"1962";"skytte";"våb;mil;spo;asl";"S"
"1963";"skytte";NA;"S"
"1964";"skyttevold";NA;"S"
"1965";"skæft";NA;"S"
"1966";"skæker";NA;"S"
"1967";"skæl";"anchor;wheel";"S"
"1968";"skældensord";NA;"S"
"1969";"skælding";NA;"S"
"1970";"skældsbrev";NA;"S"
"1971";"skældsord";"spr";"S"
"1972";"skælm";"psy";"S"
"1973";"skælmer";NA;"S"
"1974";"skænder";NA;"S"
"1975";"skænk";NA;"S"
"1976";"skænkeskive";NA;"S"
"1977";"skænkeøl";NA;"S"
"1978";"skæpperi";NA;"S"
"1979";"skærbrækker";NA;"S"
"1980";"skærbækken";NA;"S"
"1981";"skærdug";NA;"S"
"1982";"skærm";"fje;edb;tek;bol;bot;fly;fri";"S"
"1983";"skærmbræt";NA;"S"
"1984";"skærmere";NA;"S"
"1985";"skærmeslag";NA;"S"
"1986";"skærmydsel";"scl";"S"
"1987";"skærv";"øko";"S"
"1988";"skæve";NA;"S"
"1989";"skæver";NA;"S"
"1990";"skævl";NA;"S"
"1991";"skøge";"flower";"S"
"1992";"skørbug";"med";"S"
"1993";"skøre";NA;"S"
"1994";"skørt";"tøj;aut";"S"
"1995";"skørtedug";NA;"S"
"1996";"skår";"anchor";"S"
"1997";"slabberas";NA;"S"
"1998";"slagbro";NA;"S"
"1999";"slagge";"wheel";"S"
"2000";"slagregn";NA;"S"
"2001";"slagside";"anchor";"S"
"2002";"slagskat";NA;"S"
"2003";"slagt";NA;"S"
"2004";"slagt";NA;"S"
"2005";"slagtemåned";NA;"S"
"2006";"slagter";NA;"S"
"2007";"slagtning";NA;"S"
"2008";"slagvindue";NA;"S"
"2009";"slange";NA;"S"
"2010";"slat";NA;"S"
"2011";"slatte";NA;"S"
"2012";"slemhed";NA;"S"
"2013";"slemmere";NA;"S"
"2014";"slev";NA;"S"
"2015";"sli";"fish";"S"
"2016";"slib";NA;"S"
"2017";"slid";"wheel";"S"
"2018";"slink";NA;"S"
"2019";"slopsæk";NA;"S"
"2020";"slot";"ark";"S"
"2021";"slotsherre";NA;"S"
"2022";"slotslov";NA;"S"
"2023";"slu";NA;"S"
"2024";"sluffe";NA;"S"
"2025";"slug";NA;"S"
"2026";"slugop";NA;"S"
"2027";"slump";NA;"S"
"2028";"sluse";"byg";"S"
"2029";"slut";NA;"S"
"2030";"slutter";NA;"S"
"2031";"slyde";NA;"S"
"2032";"slynge";"anchor";"S"
"2033";"slyngel";NA;"S"
"2034";"slæb";"tøj";"S"
"2035";"slæde";"anchor;swords;wheel";"S"
"2036";"slægt";NA;"S"
"2037";"sløjer";NA;"S"
"2038";"slør";"tøj";"S"
"2039";"slå";NA;"S"
"2040";"smag";NA;"S"
"2041";"smak";NA;"S"
"2042";"smide";NA;"S"
"2043";"smide";"SØF";"S"
"2044";"smigere";NA;"S"
"2045";"smigeri";NA;"S"
"2046";"smitte";"med;tøj";"S"
"2047";"smolt";NA;"S"
"2048";"smæ";NA;"S"
"2049";"smækfilleke";NA;"S"
"2050";"smælighed";NA;"S"
"2051";"smærte";NA;"S"
"2052";"smøg";NA;"S"
"2053";"smør";"music";"S"
"2054";"småhed";NA;"S"
"2055";"snak";NA;"S"
"2056";"snaphane";NA;"S"
"2057";"snare";NA;"S"
"2058";"snarkere";NA;"S"
"2059";"snaskeri";NA;"S"
"2060";"sne";NA;"S"
"2061";"snedker";"sne";"S"
"2062";"snegl";"wheel;music";"S"
"2063";"snekke";"anchor";"S"
"2064";"sneppe";"zoo";"S"
"2065";"snes";NA;"S"
"2066";"snor";"hån;tøj;zoo;san";"S"
"2067";"snorker";NA;"S"
"2068";"snot";"med";"S"
"2069";"snu";NA;"S"
"2070";"snude";"anchor";"S"
"2071";"snue";NA;"S"
"2072";"snæbel";"fish";"S"
"2073";"sobel";NA;"S"
"2074";"sobøder";NA;"S"
"2075";"sod";NA;"S"
"2076";"sodbrænden";NA;"S"
"2077";"sode";NA;"S"
"2078";"sok";NA;"S"
"2079";"sold";NA;"S"
"2080";"soldat";NA;"S"
"2081";"solding";NA;"S"
"2082";"soldner";NA;"S"
"2083";"sole";NA;"S"
"2084";"solvirrel";NA;"S"
"2085";"som";NA;"S"
"2086";"sommerfugl";NA;"S"
"2087";"sone";NA;"S"
"2088";"sopken";NA;"S"
"2089";"sotidsel";NA;"S"
"2090";"spage";"anchor";"S"
"2091";"span";NA;"S"
"2092";"spand";NA;"S"
"2093";"spand";NA;"S"
"2094";"spandemager";NA;"S"
"2095";"spandrem";NA;"S"
"2096";"spang";NA;"S"
"2097";"spanskgrønt";"mercury;flower";"S"
"2098";"spareribs";"mad";"S"
"2099";"sparkalk";NA;"S"
"2100";"sparlagen";NA;"S"
"2101";"spat";"med";"S"
"2102";"spe";NA;"S"
"2103";"speceri";NA;"S"
"2104";"sped";NA;"S"
"2105";"spefugl";NA;"S"
"2106";"spejder";NA;"S"
"2107";"spejl";"anchor;swords";"S"
"2108";"spelt";"bot";"S"
"2109";"spelt";"DYR";"S"
"2110";"spene";NA;"S"
"2111";"spid";"wheel";"S"
"2112";"spids";"wheel;spades;swords";"S"
"2113";"spids";NA;"S"
"2114";"spidseri";NA;"S"
"2115";"spidshat";"flower";"S"
"2116";"spiger";"tøm";"S"
"2117";"spikenard";"flower";"S"
"2118";"spil";"spi;spo;msk;tea;kun";"S"
"2119";"spil";"HÅN;SØF";"S"
"2120";"spilfægtning";NA;"S"
"2121";"spilhus";NA;"S"
"2122";"spillefugl";NA;"S"
"2123";"spiller";NA;"S"
"2124";"spilleside";NA;"S"
"2125";"spilling";NA;"S"
"2126";"spindeside";NA;"S"
"2127";"spinkel";NA;"S"
"2128";"spir";"anchor";"S"
"2129";"spire";NA;"S"
"2130";"spise";"mad";"S"
"2131";"spiser";NA;"S"
"2132";"splid";"scl;psy";"S"
"2133";"splint";"anchor";"S"
"2134";"split";"tek;gas;spo";"S"
"2135";"spog";NA;"S"
"2136";"spole";NA;"S"
"2137";"spolorm";"zoo";"S"
"2138";"spord";NA;"S"
"2139";"spore";NA;"S"
"2140";"sprekker";NA;"S"
"2141";"spring";NA;"S"
"2142";"springhorn";NA;"S"
"2143";"springkorn";NA;"S"
"2144";"sprinkel";NA;"S"
"2145";"sprinkler";NA;"S"
"2146";"sprog";"spr";"S"
"2147";"sprok";NA;"S"
"2148";"sprot";NA;"S"
"2149";"sprung";NA;"S"
"2150";"sprutning";NA;"S"
"2151";"sprutte";NA;"S"
"2152";"spryd";"anchor";"S"
"2153";"spryd";"SØF";"S"
"2154";"sprydstagsejl";"ski";"S"
"2155";"språde";NA;"S"
"2156";"spund";NA;"S"
"2157";"spy";NA;"S"
"2158";"spyd";"wheel";"S"
"2159";"spydstage";NA;"S"
"2160";"spæk";"anchor";"S"
"2161";"spækhøker";"han";"S"
"2162";"spær";"byt";"S"
"2163";"spær";NA;"S"
"2164";"spærhage";NA;"S"
"2165";"spærvogn";NA;"S"
"2166";"spøgeri";NA;"S"
"2167";"spøl";NA;"S"
"2168";"stabel";NA;"S"
"2169";"stabelafløbning";"ski";"S"
"2170";"stabelgods";"mercury";"S"
"2171";"stad";"geg";"S"
"2172";"stade";NA;"S"
"2173";"stads";NA;"S"
"2174";"stag";"anchor;wheel";"S"
"2175";"stakit";NA;"S"
"2176";"stal";NA;"S"
"2177";"stalbroder";NA;"S"
"2178";"stald";NA;"S"
"2179";"stalding";NA;"S"
"2180";"staldmester";NA;"S"
"2181";"staler";NA;"S"
"2182";"stalmester";NA;"S"
"2183";"stamme";"bot;etn;bio;spr";"S"
"2184";"stammet";NA;"S"
"2185";"stampe";NA;"S"
"2186";"stampe";NA;"S"
"2187";"standart";"swords";"S"
"2188";"stands";NA;"S"
"2189";"stangkrejer";NA;"S"
"2190";"stank";NA;"S"
"2191";"stat";"geg;sam;oad";"S"
"2192";"statholder";"his";"S"
"2193";"stavn";NA;"S"
"2194";"steg";NA;"S"
"2195";"steg";NA;"S"
"2196";"stejle";NA;"S"
"2197";"stekemes";NA;"S"
"2198";"stel";"tek;bol";"S"
"2199";"stelle";NA;"S"
"2200";"stemme";"mercury";"S"
"2201";"stemp";NA;"S"
"2202";"stempel";"tek";"S"
"2203";"stenbider";"fish";"S"
"2204";"stenbikke";"flower";"S"
"2205";"stenbikker";"fish";"S"
"2206";"stenbræk";"flower";"S"
"2207";"stenbuk";NA;"S"
"2208";"stenbøsse";NA;"S"
"2209";"stenhus";NA;"S"
"2210";"stenlim";NA;"S"
"2211";"stenmarv";NA;"S"
"2212";"stenpikkere";NA;"S"
"2213";"stensluffe";NA;"S"
"2214";"stenugle";"bird";"S"
"2215";"sterredros";NA;"S"
"2216";"stervbo";NA;"S"
"2217";"stevel";NA;"S"
"2218";"stever";NA;"S"
"2219";"stift";"rel";"S"
"2220";"stift";NA;"S"
"2221";"stig";NA;"S"
"2222";"stigt";NA;"S"
"2223";"stihage";NA;"S"
"2224";"stik";"anchor";"S"
"2225";"stikketøg";NA;"S"
"2226";"stikpenge";NA;"S"
"2227";"stikpille";NA;"S"
"2228";"stillids";"zoo";"S"
"2229";"stillighed";NA;"S"
"2230";"stilling";NA;"S"
"2231";"stilling";"HAN";"S"
"2232";"stim";NA;"S"
"2233";"stint";NA;"S"
"2234";"stivelse";NA;"S"
"2235";"stjernekiger";"fish;anchor";"S"
"2236";"stjerneskud";NA;"S"
"2237";"stob";NA;"S"
"2238";"stok";NA;"S"
"2239";"stokfisk";"mercury;fish";"S"
"2240";"stokhus";NA;"S"
"2241";"stokkeknægt";NA;"S"
"2242";"stokmester";NA;"S"
"2243";"stolbroder";NA;"S"
"2244";"stolgang";NA;"S"
"2245";"stolpe";"anchor";"S"
"2246";"stolthed";NA;"S"
"2247";"stormhage";"swords";"S"
"2248";"straf";NA;"S"
"2249";"stratenrøver";NA;"S"
"2250";"streg";"music;spades;anchor;swords";"S"
"2251";"stregmål";NA;"S"
"2252";"stretsko";NA;"S"
"2253";"stribe";"mil;bog";"S"
"2254";"strid";NA;"S"
"2255";"strig";NA;"S"
"2256";"strikke";"håa";"S"
"2257";"strikmur";NA;"S"
"2258";"strikværn";NA;"S"
"2259";"strime";NA;"S"
"2260";"strimmel";"gel;flm";"S"
"2261";"strip";"kun";"S"
"2262";"strippe";NA;"S"
"2263";"struds";"zoo";"S"
"2264";"strudse";NA;"S"
"2265";"strukrøver";NA;"S"
"2266";"strunk";NA;"S"
"2267";"strunt";"bird";"S"
"2268";"stræde";NA;"S"
"2269";"strækkeben";NA;"S"
"2270";"strømling";"fish";"S"
"2271";"strømpe";"tøj";"S"
"2272";"stråle";"fys;med;zoo";"S"
"2273";"studium";NA;"S"
"2274";"stukke";NA;"S"
"2275";"stump";NA;"S"
"2276";"stund";NA;"S"
"2277";"stundeglas";NA;"S"
"2278";"stuve";NA;"S"
"2279";"stykke";NA;"S"
"2280";"stylp";NA;"S"
"2281";"stymper";NA;"S"
"2282";"styr";"anchor";"S"
"2283";"styr";NA;"S"
"2284";"styrbord";"anchor";"S"
"2285";"styrmand";NA;"S"
"2286";"styrring";NA;"S"
"2287";"styrte";"sam";"S"
"2288";"styrvolt";"spades";"S"
"2289";"styver";NA;"S"
"2290";"stæmpe";NA;"S"
"2291";"stær";"med";"S"
"2292";"stærblind";"fyo;hel";"S"
"2293";"stævne";NA;"S"
"2294";"stød";"swords;anchor";"S"
"2295";"støder";NA;"S"
"2296";"støjt";NA;"S"
"2297";"støtte";"øko";"S"
"2298";"støv";"bot;zoo;rel;bol";"S"
"2299";"støveken";NA;"S"
"2300";"støvle";"tøj";"S"
"2301";"støvmel";NA;"S"
"2302";"støvning";NA;"S"
"2303";"suben";NA;"S"
"2304";"suben";NA;"S"
"2305";"sudler";NA;"S"
"2306";"sukker";"mad;kem";"S"
"2307";"sum";"mercury";"S"
"2308";"sump";"geg;tek";"S"
"2309";"sund";NA;"S"
"2310";"sundhed";NA;"S"
"2311";"suppe";NA;"S"
"2312";"suput";NA;"S"
"2313";"suring";NA;"S"
"2314";"surseende";NA;"S"
"2315";"sus";NA;"S"
"2316";"svalm";NA;"S"
"2317";"svans";"swords;wheel";"S"
"2318";"svaring";NA;"S"
"2319";"svend";NA;"S"
"2320";"svenk";NA;"S"
"2321";"svibbue";NA;"S"
"2322";"svibel";NA;"S"
"2323";"svigerske";NA;"S"
"2324";"svimelse";NA;"S"
"2325";"svimeslag";NA;"S"
"2326";"svindighed";NA;"S"
"2327";"svinedrift";NA;"S"
"2328";"svinepenninge";NA;"S"
"2329";"svoger";"fam";"S"
"2330";"svovl";"kem;rel";"S"
"2331";"svulst";"med";"S"
"2332";"svælg";NA;"S"
"2333";"svær";NA;"S"
"2334";"sværdfeger";"mercury";"S"
"2335";"sværdside";NA;"S"
"2336";"sværke";NA;"S"
"2337";"sværm";NA;"S"
"2338";"sværte";"skm";"S"
"2339";"syden";NA;"S"
"2340";"syl";NA;"S"
"2341";"syldøkse";NA;"S"
"2342";"sylle";NA;"S"
"2343";"sylt";NA;"S"
"2344";"sylte";"gas;ana";"S"
"2345";"synav";"flower";"S"
"2346";"synest";NA;"S"
"2347";"sæbe";"hyg";"S"
"2348";"sæde";"swords;wheel";"S"
"2349";"sæk";NA;"S"
"2350";"sækkedragere";NA;"S"
"2351";"sækkertal";NA;"S"
"2352";"sælhund";NA;"S"
"2353";"sætning";NA;"S"
"2354";"sættenagle";NA;"S"
"2355";"søgere";NA;"S"
"2356";"søjle";NA;"S"
"2357";"sølverglød";NA;"S"
"2358";"sølvpop";NA;"S"
"2359";"sølvskum";"wheel";"S"
"2360";"sømmere";NA;"S"
"2361";"søpig";NA;"S"
"2362";"søsling";NA;"S"
"2363";"søsterskap";NA;"S"
"2364";"søværts";"anchor";"S"
"2365";"sål";"wheel;anchor";"S"
"2366";"tabelet";NA;"S"
"2367";"tabin";NA;"S"
"2368";"tablatur";NA;"S"
"2369";"taffel";NA;"S"
"2370";"taffelsmide";NA;"S"
"2371";"taft";NA;"S"
"2372";"tagl";NA;"S"
"2373";"tak";"zoo";"S"
"2374";"takkel";"anchor";"S"
"2375";"talg";NA;"S"
"2376";"tallerken";"mad";"S"
"2377";"talsmand";NA;"S"
"2378";"tang";NA;"S"
"2379";"tange";NA;"S"
"2380";"tanke";NA;"S"
"2381";"tankebog";NA;"S"
"2382";"tankebrev";NA;"S"
"2383";"tant";"sex";"S"
"2384";"tapet";NA;"S"
"2385";"tappegæld";NA;"S"
"2386";"tarse";NA;"S"
"2387";"tarter";NA;"S"
"2388";"taske";"tøj";"S"
"2389";"taskemager";NA;"S"
"2390";"tavl";NA;"S"
"2391";"teglslagere";NA;"S"
"2392";"teglsten";NA;"S"
"2393";"telbøsse";NA;"S"
"2394";"telhage";NA;"S"
"2395";"telt";"fri";"S"
"2396";"tempel";NA;"S"
"2397";"tenværk";NA;"S"
"2398";"terighed";NA;"S"
"2399";"terne";NA;"S"
"2400";"terning";"spi;mat";"S"
"2401";"test";NA;"S"
"2402";"tidepenge";NA;"S"
"2403";"tiding";NA;"S"
"2404";"tidkorting";NA;"S"
"2405";"tidløs";"flower";"S"
"2406";"tidsfordriv";NA;"S"
"2407";"tilbehør";"gas";"S"
"2408";"tilbehøring";NA;"S"
"2409";"tilbringere";NA;"S"
"2410";"tilflåd";NA;"S"
"2411";"tilforsigt";NA;"S"
"2412";"tilfælde";NA;"S"
"2413";"tilfør";NA;"S"
"2414";"tilgift";NA;"S"
"2415";"tilhold";NA;"S"
"2416";"tilhænger";NA;"S"
"2417";"tilkomst";NA;"S"
"2418";"tillag";NA;"S"
"2419";"tilslager";NA;"S"
"2420";"tims";NA;"S"
"2421";"tin";NA;"S"
"2422";"tind";NA;"S"
"2423";"tinde";"gel;ark";"S"
"2424";"tine";NA;"S"
"2425";"tingbog";NA;"S"
"2426";"tingbænk";NA;"S"
"2427";"tingest";NA;"S"
"2428";"tinghøring";NA;"S"
"2429";"tingmand";NA;"S"
"2430";"tingstok";NA;"S"
"2431";"tingtid";NA;"S"
"2432";"tip";NA;"S"
"2433";"tirumtej";NA;"S"
"2434";"titling";NA;"S"
"2435";"tjuvestok";NA;"S"
"2436";"tobis";"zoo";"S"
"2437";"tog";NA;"S"
"2438";"tog";NA;"S"
"2439";"togbrigge";NA;"S"
"2440";"togsmand";NA;"S"
"2441";"tolast";NA;"S"
"2442";"told";"anchor";"S"
"2443";"told";NA;"S"
"2444";"tolder";"tol";"S"
"2445";"tolk";NA;"S"
"2446";"tolv";NA;"S"
"2447";"tom";NA;"S"
"2448";"tornej";NA;"S"
"2449";"tornirisk";"zoo";"S"
"2450";"toslagere";NA;"S"
"2451";"tost";NA;"S"
"2452";"tov";"anchor";"S"
"2453";"tove";NA;"S"
"2454";"tragt";NA;"S"
"2455";"tral";NA;"S"
"2456";"tran";NA;"S"
"2457";"trappe";"byg";"S"
"2458";"trappe";"DYR";"S"
"2459";"trappedrager";NA;"S"
"2460";"trav";"swords";"S"
"2461";"tremet";NA;"S"
"2462";"tremme";"ark";"S"
"2463";"trent";NA;"S"
"2464";"tresur";NA;"S"
"2465";"tribalt";NA;"S"
"2466";"trille";NA;"S"
"2467";"trilling";NA;"S"
"2468";"trindel";NA;"S"
"2469";"trip";NA;"S"
"2470";"trisse";"hån";"S"
"2471";"trods";"psy";"S"
"2472";"trometere";NA;"S"
"2473";"tromme";"msk";"S"
"2474";"trompe";NA;"S"
"2475";"trompere";NA;"S"
"2476";"trompet";"music;fish;anchor;swords";"S"
"2477";"trop";NA;"S"
"2478";"tros";"swords";"S"
"2479";"trosse";"hån";"S"
"2480";"trumpeslagere";NA;"S"
"2481";"trygler";NA;"S"
"2482";"træk";NA;"S"
"2483";"træring";NA;"S"
"2484";"trøje";NA;"S"
"2485";"trøje";"KVA";"S"
"2486";"trøjedus";NA;"S"
"2487";"trøler";NA;"S"
"2488";"trøst";NA;"S"
"2489";"tub";NA;"S"
"2490";"tud";"ana";"S"
"2491";"tudehorn";NA;"S"
"2492";"tugt";NA;"S"
"2493";"tugtemester";NA;"S"
"2494";"tugtighed";NA;"S"
"2495";"tumler";"bird";"S"
"2496";"tumpe";NA;"S"
"2497";"tun";NA;"S"
"2498";"turbit";NA;"S"
"2499";"turkeland";NA;"S"
"2500";"turkis";NA;"S"
"2501";"turteldue";"zoo";"S"
"2502";"tusindblad";"flower";"S"
